"ITEM NAME","CAT","TYPE","MAJOR RCP","MINOR RCP","GAME-SPECIFIC TAGS","MOD-SPECIFIC TAGS","MOD-SPECIFIC TAGS","COLOR TAG"
"{{ModId}}_Nocino",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_NoeticNightshade",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_Nopal",-75,"Vegetable","raffadax_object","raffadax_crops_object",,,,"color_jade"
"{{ModId}}_NopalJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_Nori",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_Nostrum",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","elixir_item","raffadax_mythic_item","raffadax_distillation",
"{{ModId}}_Nougat",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_cooking_component",,
"{{ModId}}_NovaWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_divine_item","raffadax_divine_wine",
"{{ModId}}_NovumElementum",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_brandy",
"{{ModId}}_NoxiousBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_divine_item","raffadax_brandy",
"{{ModId}}_NoxiousBrew",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_mythic_item","raffadax_tea",
"{{ModId}}_NoxiousChampagne",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_sparkling_wine",
"{{ModId}}_NoxiousKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_mythic_item","raffadax_kombucha",
"{{ModId}}_NoxiousPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_mythic_item","raffadax_milled_item",
"{{ModId}}_NoxiousWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_wine",
"{{ModId}}_NubileNymph",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_NutBunches",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","food_breakfast","raffadax_food_item",,
"{{ModId}}_NutmegButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","butter_item","raffadax_puree",,
"{{ModId}}_NutmegExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_NutmegJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_NutmegKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_NutmegLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_NutmegSeed",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_NutmegTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_OatFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
"{{ModId}}_OatMilk",-6,"Animal Product","raffadax_object","raffadax_artisan_object","milk_item, plant_milk_item","raffadax_milk_item",,"color_white"
"{{ModId}}_OatStrawKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_OatStrawTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_OatWhiskey",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_Okra",-75,"Vegetable","raffadax_object","raffadax_crops_object",,,,"color_green"
"{{ModId}}_OkraJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_Olive",-75,"Vegetable","raffadax_object","raffadax_fruittrees_object",,,,"color_jade"
"{{ModId}}_OliveJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OliveOil",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","oil_item","raffadax_oil_item",,
"{{ModId}}_OliveOilMayonnaise",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","mayo_item","raffadax_mayonnaise",,
"{{ModId}}_OlivePaste",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","paste_item","raffadax_cooking_component",,
"{{ModId}}_OlmecWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_port_wine",
"{{ModId}}_OnionExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_OnionJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OnionPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_Onyx",-2,"Mineral","raffadax_object","raffadax_artisan_object","forage_item","raffadax_gem",,"color_black"
"{{ModId}}_OolongKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_OolongTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_OolongTeaLeaf",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_leaf","raffadax_tea_leaf",,
"{{ModId}}_OphanimWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_divine_item","raffadax_divine_wine",
"{{ModId}}_OpuntiaBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_OpuntiaBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_OpuntiaFlower",-80,"Flower","raffadax_object","raffadax_crops_object",,,,"color_yellow"
"{{ModId}}_OpuntiaFlowerPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_milled_item",,
"{{ModId}}_OpuntiaFlowerPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OpuntiaFlowerWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OpuntiaHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_OpuntiaHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OpuntiaJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OpuntiaJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OpuntiaKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_OpuntiaLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_OpuntiaMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_OpuntiaNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_OpuntiaPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_OpuntiaPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_OpuntiaPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_OpuntiaPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_OpuntiaTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_OpuntiaWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Orangeade",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","beverage_item","raffadax_beverage",,
"{{ModId}}_OrangeBellPepper",-75,"Vegetable","raffadax_object","raffadax_crops_object",,,,"color_orange"
"{{ModId}}_OrangeBellPepperJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OrangeBitters",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_OrangeBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_OrangeCarrot",-75,"Vegetable","raffadax_object","raffadax_crops_object","root_vegetable_item",,,"color_orange"
"{{ModId}}_OrangeCrash",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","soda_item","raffadax_beverage","raffadax_soda",
"{{ModId}}_OrangeCurd",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_OrangeExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_OrangeJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OrangeJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OrangeJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OrangeLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_OrangeMarmalade",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OrangeMilk",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","milk_item, plant_milk_item","raffadax_milk_item",,
"{{ModId}}_OrangePortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_OrangeWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_OrangeZest",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","zest_item","raffadax_milled_item",,
"{{ModId}}_Oregano",-81,"Forage","raffadax_object","raffadax_crops_object","herb_item",,,"color_green"
"{{ModId}}_OreganoExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_OreganoFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_OreganoJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OreganoKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_OreganoLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_OreganoPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_OreganoTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_Orgeat",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","syrup_item","raffadax_syrup",,
"{{ModId}}_OrishaMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mythic_item","raffadax_port_mead",
"{{ModId}}_Osmanthus",-80,"Flower","raffadax_object","raffadax_fruittrees_object",,,,"color_dark_orange"
"{{ModId}}_OsmanthusBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_OsmanthusBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_OsmanthusFlorets",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_OsmanthusFlowerPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_OsmanthusHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_OsmanthusHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OsmanthusJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OsmanthusJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OsmanthusKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_OsmanthusLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_OsmanthusMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_OsmanthusNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_OsmanthusPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_OsmanthusPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_OsmanthusPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_OsmanthusTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_OsmanthusWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_OsmanthusWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Ourania",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_Ouzo",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_P.camemberti",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.candidum",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.freudenreichii",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.glaucum",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.roqueforti",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.rubens",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_P.shermanii",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","live_culture","raffadax_production_component",,
"{{ModId}}_PackedAllspice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedFennelPollen",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedJuniper",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedMace",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedNutmeg",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedSaffron",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PackedSumac",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PalmHeartJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PalmOil",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","oil_item","raffadax_oil_item",,
"{{ModId}}_Pamplemousse",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PamplemousseRouge",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_Panacea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","elixir_item","raffadax_mythic_item","raffadax_distillation",
"{{ModId}}_Paneer",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","cheese_item","raffadax_cheese",,
"{{ModId}}_Panpharmacon",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","elixir_item","raffadax_mythic_item","raffadax_distillation",
"{{ModId}}_Papaya",-79,"Fruit","raffadax_object","raffadax_fruittrees_object",,,,"color_pink"
"{{ModId}}_PapayaBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_PapayaCompote",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PapayaJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PapayaJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PapayaJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PapayaLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PapayaPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_PapayaPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_PapayaWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Paprika",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_PaprikaPepper",-75,"Vegetable","raffadax_object","raffadax_crops_object",,,,"color_red"
"{{ModId}}_PaprikaPepperExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_PaprikaPepperJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PaprikaPepperJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PaprikaPepperSauce",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","sauce_item","raffadax_cooking_component",,
"{{ModId}}_ParadiseSunrise",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_ParfumdeCardamome",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_Parmesan",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","cheese_item","raffadax_cheese",,
"{{ModId}}_ParrotFeather",-81,"Forage","raffadax_object","raffadax_artisan_object","category_sell_at_pierres_and_marnies, forage_item, feather_item","raffadax_nature_forage",,"color_purple"
"{{ModId}}_Parsley",-81,"Forage","raffadax_object","raffadax_crops_object","herb_item",,,"color_green"
"{{ModId}}_ParsleyExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_ParsleyFlakes",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object",,"raffadax_milled_item",,
"{{ModId}}_ParsleyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_ParsleyKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_ParsleyTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_ParsnipJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PassionFlower",-80,"Flower","raffadax_object","raffadax_crops_object",,,,"color_dark_pink"
"{{ModId}}_PassionFlowerBalsam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead_balsam",,
"{{ModId}}_PassionFlowerBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_PassionFlowerHoney",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","honey_item","raffadax_flow_honey",,
"{{ModId}}_PassionFlowerHoneyJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFlowerJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFlowerJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFlowerKombucha",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","kombucha_item","raffadax_kombucha",,
"{{ModId}}_PassionFlowerLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PassionFlowerMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_mead",,
"{{ModId}}_PassionFlowerNectar",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nectar_item","raffadax_distillation",,
"{{ModId}}_PassionFlowerPetals",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flower_petals","raffadax_milled_item",,
"{{ModId}}_PassionFlowerPortMead",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_mead",,
"{{ModId}}_PassionFlowerPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_PassionFlowerPowder",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","ground_item","raffadax_milled_item",,
"{{ModId}}_PassionFlowerPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFlowerPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_PassionFlowerTea",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","tea_item","raffadax_tea",,
"{{ModId}}_PassionFlowerWater",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PassionFlowerWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_PassionFruit",-79,"Fruit","raffadax_object","raffadax_crops_object",,,,"color_dark_purple"
"{{ModId}}_PassionFruitBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_PassionFruitCompote",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFruitJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFruitJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PassionFruitJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PassionFruitLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PassionFruitPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_PassionFruitPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_PassionFruitWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_Pastelloquence",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","perfume_item","raffadax_fragrance",,
"{{ModId}}_PeachBrandy",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_brandy",,
"{{ModId}}_PeachJam",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PeachJelly",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PeachJuice",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","juice_item","raffadax_juice_item",,
"{{ModId}}_PeachLiqueur",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PeachPortWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_port_wine",,
"{{ModId}}_PeachPreserves",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","jelly_item","raffadax_preserves",,
"{{ModId}}_PeachPuree",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","puree_item","raffadax_puree",,
"{{ModId}}_PeachSchnapps",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PeachWine",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_wine",,
"{{ModId}}_PeacockFeather",-81,"Forage","raffadax_object","raffadax_artisan_object","category_sell_at_pierres_and_marnies, forage_item, feather_item","raffadax_nature_forage",,"color_dark_cyan"
"{{ModId}}_Peanut",-81,"Forage","raffadax_object","raffadax_crops_object","nut_item",,,"color_sand"
"{{ModId}}_PeanutButter",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","nut_butter_item","raffadax_puree",,
"{{ModId}}_PeanutButterWhiskey",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","alcohol_item","raffadax_liquor",,
"{{ModId}}_PeanutExtract",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","extract_item","raffadax_juice_item",,
"{{ModId}}_PeanutFlour",-26,"ArtisanGoods","raffadax_object","raffadax_artisan_object","flour_item","raffadax_baking_component",,
